ZIP,LAT,LNG,City,State ,County
12058,42.34442,-73.917635,Earlton,NY,Greene
12059,42.619223,-74.060881,East Berne,NY,Albany
12060,42.410631,-73.505286,East Chatham,NY,Columbia
12061,42.599312,-73.657175,East Greenbush,NY,Rensselaer
12062,42.538976,-73.504976,East Nassau,NY,Rensselaer
12063,42.568163,-73.638051,East Schodack,NY,Rensselaer
12064,42.614166,-74.655719,East Worcester,NY,Otsego
12065,42.852284,-73.785597,Clifton Park,NY,Saratoga
12066,42.790105,-74.352762,Esperance,NY,Montgomery
12067,42.557461,-73.920294,Feura Bush,NY,Albany
12068,42.956069,-74.401829,Fonda,NY,Montgomery
12069,42.946036,-74.279938,Fort Hunter,NY,Montgomery
12070,42.986058,-74.263032,Fort Johnson,NY,Montgomery
12071,42.552657,-74.422661,Fultonham,NY,Schoharie
12072,42.884893,-74.356737,Fultonville,NY,Montgomery
12074,43.054217,-74.030006,Galway,NY,Saratoga
12075,42.299922,-73.633627,Ghent,NY,Columbia
12076,42.410272,-74.395734,Gilboa,NY,Schoharie
12077,42.588163,-73.777694,Glenmont,NY,Albany
12078,43.134351,-74.339632,Gloversville,NY,Fulton
12083,42.424859,-74.026509,Greenville,NY,Greene
12084,42.704669,-73.899364,Guilderland,NY,Albany
12085,42.703313,-73.963261,Guilderland Center,NY,Albany
12086,43.009005,-74.086332,Hagaman,NY,Montgomery
12087,42.43225,-73.892894,Hannacroix,NY,Greene
12089,42.867493,-73.312753,Hoosick,NY,Rensselaer
12090,42.876802,-73.351525,Hoosick Falls,NY,Rensselaer
12092,42.696079,-74.378715,Howes Cave,NY,Schoharie
12093,42.497791,-74.628105,Jefferson,NY,Schoharie
12094,42.899423,-73.490058,Johnsonville,NY,Rensselaer
12095,43.024817,-74.403815,Johnstown,NY,Fulton
12106,42.389554,-73.710951,Kinderhook,NY,Columbia
12108,43.573248,-74.451487,Lake Pleasant,NY,Hamilton
12110,42.750578,-73.776118,Latham,NY,Albany
12115,42.477301,-73.5767,Malden Bridge,NY,Columbia
12116,42.538795,-74.911164,Maryland,NY,Otsego
12117,43.167143,-74.261237,Mayfield,NY,Fulton
12118,42.909321,-73.713085,Mechanicville,NY,Saratoga
12120,42.449724,-74.148844,Medusa,NY,Albany
12121,42.839897,-73.607392,Melrose,NY,Rensselaer
12122,42.54202,-74.326145,Middleburgh,NY,Schoharie
12123,42.547343,-73.598306,Nassau,NY,Rensselaer
12124,42.453111,-73.797581,New Baltimore,NY,Greene
12125,42.484748,-73.399844,New Lebanon,NY,Columbia
12130,42.442223,-73.65938,Niverville,NY,Columbia
12131,42.453371,-74.463913,North Blenheim,NY,Schoharie
12132,42.470521,-73.630031,North Chatham,NY,Columbia
12134,43.269201,-74.228185,Northville,NY,Fulton
12136,42.420119,-73.565108,Old Chatham,NY,Columbia
12137,42.860334,-74.133072,Pattersonville,NY,Schenectady
12138,42.748836,-73.370379,Petersburg,NY,Rensselaer
12139,43.500221,-74.579544,Piseco,NY,Hamilton
12140,42.696684,-73.540064,Poestenkill,NY,Rensselaer
12143,42.489818,-73.855238,Ravena,NY,Albany
12144,42.627836,-73.717842,Rensselaer,NY,Rensselaer
12147,42.518611,-74.15884,Rensselaerville,NY,Albany
12148,42.827793,-73.848164,Rexford,NY,Saratoga
12149,42.616654,-74.563446,Richmondville,NY,Schoharie
12150,42.880523,-74.052689,Rotterdam Junction,NY,Schenectady
12151,42.922697,-73.787225,Round Lake,NY,Saratoga
12153,42.629923,-73.473341,Sand Lake,NY,Rensselaer
12154,42.93746,-73.605775,Schaghticoke,NY,Rensselaer
12155,42.596357,-74.827655,Schenevus,NY,Otsego
12156,42.483504,-73.747254,Schodack Landing,NY,Rensselaer
12157,42.669798,-74.286077,Schoharie,NY,Schoharie
12158,42.542158,-73.822091,Selkirk,NY,Albany
12159,42.651428,-73.885894,Slingerlands,NY,Albany
12160,42.761621,-74.383152,Sloansville,NY,Schoharie
12161,42.534769,-73.854863,South Bethlehem,NY,Albany
12164,43.578133,-74.359045,Speculator,NY,Hamilton
12165,42.306136,-73.504114,Spencertown,NY,Columbia
12166,42.833587,-74.445509,Sprakers,NY,Montgomery
12167,42.424942,-74.578036,Stamford,NY,Delaware
12168,42.560862,-73.380714,Stephentown,NY,Rensselaer
12169,42.592887,-73.448036,Stephentown,NY,Rensselaer
12170,43.001956,-73.667271,Stillwater,NY,Saratoga
12172,42.288764,-73.739212,Stottville,NY,Columbia
12173,42.380013,-73.75966,Stuyvesant,NY,Columbia
12174,42.353449,-73.728436,Stuyvesant Falls,NY,Columbia
12175,42.544369,-74.55622,Summit,NY,Schoharie
12176,42.382017,-73.980862,Surprise,NY,Greene
12177,42.950952,-74.28726,Tribes Hill,NY,Montgomery
12180,42.748588,-73.599536,Troy,NY,Rensselaer
12182,42.799699,-73.630864,Troy,NY,Rensselaer
12183,42.74787,-73.692595,Troy,NY,Albany
12184,42.419893,-73.653359,Valatie,NY,Columbia
12185,42.862521,-73.554112,Valley Falls,NY,Rensselaer
12186,42.633164,-73.977188,Voorheesville,NY,Albany
12187,42.61884,-74.463554,Warnerville,NY,Schoharie
12188,42.821216,-73.695525,Waterford,NY,Saratoga
12189,42.736341,-73.717521,Watervliet,NY,Albany
12190,43.475631,-74.28541,Wells,NY,Hamilton
12192,42.409035,-73.827677,West Coxsackie,NY,Greene
12193,42.52276,-74.043268,Westerlo,NY,Albany
12194,42.528462,-74.447631,West Fulton,NY,Schoharie
12195,42.482789,-73.475088,West Lebanon,NY,Columbia
12196,42.631786,-73.613946,West Sand Lake,NY,Rensselaer
12197,42.609999,-74.724749,Worcester,NY,Otsego
12198,42.672768,-73.633574,Wynantskill,NY,Rensselaer
12202,42.635575,-73.759658,Albany,NY,Albany
12203,42.681048,-73.84698,Albany,NY,Albany
12204,42.691517,-73.73375,Albany,NY,Albany
12205,42.718785,-73.82924,Albany,NY,Albany
12206,42.674514,-73.782733,Albany,NY,Albany
12207,42.658398,-73.745952,Albany,NY,Albany
12208,42.653031,-73.809978,Albany,NY,Albany
12209,42.638686,-73.790469,Albany,NY,Albany
12210,42.659502,-73.756237,Albany,NY,Albany
12211,42.703095,-73.763706,Albany,NY,Albany
12222,42.685261,-73.82323,Albany,NY,Albany
12302,42.878182,-73.982505,Schenectady,NY,Schenectady
12303,42.740387,-73.905398,Schenectady,NY,Schenectady
12304,42.77469,-73.898297,Schenectady,NY,Schenectady
12305,42.811981,-73.950252,Schenectady,NY,Schenectady
12306,42.805429,-74.044227,Schenectady,NY,Schenectady
12307,42.804981,-73.932822,Schenectady,NY,Schenectady
12308,42.82098,-73.91967,Schenectady,NY,Schenectady
12309,42.79983,-73.864972,Schenectady,NY,Schenectady
12401,41.987541,-74.010273,Kingston,NY,Ulster
12404,41.818958,-74.236082,Accord,NY,Ulster
12405,42.317909,-74.085995,Acra,NY,Greene
12406,42.079943,-74.524093,Arkville,NY,Delaware
12407,42.317638,-74.358152,Ashland,NY,Greene
12409,42.040569,-74.181139,Bearsville,NY,Ulster
12410,42.066096,-74.424732,Big Indian,NY,Ulster
12411,41.876019,-74.044802,Bloomington,NY,Ulster
12412,42.012732,-74.279585,Boiceville,NY,Ulster
12413,42.313984,-74.02216,Cairo,NY,Greene
12414,42.232019,-73.913867,Catskill,NY,Greene
12416,42.10304,-74.281552,Chichester,NY,Ulster
12417,41.906422,-73.990723,Connelly,NY,Ulster
12418,42.358758,-74.16168,Cornwallville,NY,Greene
12419,41.860252,-74.102007,Cottekill,NY,Ulster
12420,41.672466,-74.371559,Cragsmoor,NY,Ulster
12421,42.250044,-74.546139,Denver,NY,Delaware
12422,42.391829,-74.213288,Durham,NY,Greene
12423,42.379218,-74.109746,East Durham,NY,Greene
12424,42.247617,-74.115847,East Jewett,NY,Greene
12427,42.134238,-74.136736,Elka Park,NY,Greene
12428,41.746858,-74.466143,Ellenville,NY,Ulster
12429,41.833329,-73.985378,Esopus,NY,Ulster
12430,42.200758,-74.49916,Fleischmanns,NY,Delaware
12431,42.362023,-74.023533,Freehold,NY,Greene
12432,42.04442,-73.944531,Glasco,NY,Ulster
12433,42.000641,-74.156576,Glenford,NY,Ulster
12434,42.36364,-74.502385,Grand Gorge,NY,Delaware
12435,41.7308,-74.51336,Greenfield Park,NY,Ulster
12436,42.195759,-74.077821,Haines Falls,NY,Greene
12438,42.204899,-74.601006,Halcottsville,NY,Delaware
12439,42.277817,-74.21039,Hensonville,NY,Greene
12440,41.781151,-74.172876,High Falls,NY,Ulster
12441,42.134422,-74.509215,Highmount,NY,Ulster
12442,42.182411,-74.222991,Hunter,NY,Greene
12443,41.934991,-74.084925,Hurley,NY,Ulster
12444,42.264233,-74.29752,Jewett,NY,Greene
12446,41.809559,-74.326443,Kerhonkson,NY,Ulster
12448,42.086646,-74.16066,Lake Hill,NY,Ulster
12449,41.992378,-73.993774,Lake Katrine,NY,Ulster
12450,42.133247,-74.244279,Lanesville,NY,Greene
12451,42.304893,-73.948176,Leeds,NY,Greene
12452,42.252385,-74.364938,Lexington,NY,Greene
12453,42.093389,-73.936281,Malden On Hudson,NY,Ulster
12454,42.28697,-74.149542,Maplecrest,NY,Greene
12455,42.140733,-74.659478,Margaretville,NY,Delaware
12456,42.032705,-73.997133,Mount Marion,NY,Ulster
12457,42.044071,-74.252501,Mount Tremper,NY,Ulster
12458,41.822918,-74.43208,Napanoch,NY,Ulster
12459,42.240382,-74.678893,New Kingston,NY,Delaware
12460,42.415615,-74.14759,Oak Hill,NY,Greene
12461,41.904961,-74.267998,Olivebridge,NY,Ulster
12463,42.205517,-74.020428,Palenville,NY,Greene
12464,42.02354,-74.367292,Phoenicia,NY,Ulster
12465,42.157153,-74.460016,Pine Hill,NY,Ulster
12466,41.904345,-73.979025,Port Ewen,NY,Ulster
12468,42.300462,-74.423763,Prattsville,NY,Greene
12469,42.448595,-74.246097,Preston Hollow,NY,Albany
12470,42.299624,-74.093387,Purling,NY,Greene
12471,41.843871,-74.041344,Rifton,NY,Ulster
12472,41.84709,-74.079545,Rosendale,NY,Ulster
12473,42.258166,-74.041007,Round Top,NY,Greene
12474,42.323807,-74.583034,Roxbury,NY,Delaware
12475,42.015237,-74.015432,Ruby,NY,Ulster
12477,42.092591,-73.98811,Saugerties,NY,Ulster
12480,42.135382,-74.391275,Shandaken,NY,Ulster
12481,41.987348,-74.228435,Shokan,NY,Ulster
12482,42.268143,-73.955446,South Cairo,NY,Greene
12483,41.672377,-74.421991,Spring Glen,NY,Ulster
12484,41.861918,-74.176528,Stone Ridge,NY,Ulster
12485,42.205023,-74.144201,Tannersville,NY,Greene
12486,41.832417,-74.063984,Tillson,NY,Ulster
12487,41.869399,-73.998805,Ulster Park,NY,Ulster
12489,41.750485,-74.358293,Wawarsing,NY,Ulster
12490,42.122854,-73.924476,West Camp,NY,Ulster
12491,41.965192,-74.141459,West Hurley,NY,Ulster
12492,42.184926,-74.335763,West Kill,NY,Greene
12493,41.785665,-73.974132,West Park,NY,Ulster
12494,41.956598,-74.292894,West Shokan,NY,Ulster
12495,42.084923,-74.24068,Willow,NY,Ulster
12496,42.337294,-74.269692,Windham,NY,Greene
12498,42.045663,-74.109618,Woodstock,NY,Ulster
12501,41.863095,-73.573627,Amenia,NY,Dutchess
12502,42.086568,-73.664724,Ancram,NY,Columbia
12503,42.035959,-73.580146,Ancramdale,NY,Columbia
12504,42.035298,-73.913144,Annandale On Hudson,NY,Dutchess
12507,42.009241,-73.917141,Barrytown,NY,Dutchess
12508,41.495996,-73.953632,Beacon,NY,Dutchess
12512,41.548499,-73.968402,Chelsea,NY,Dutchess
12513,42.219307,-73.720481,Claverack,NY,Columbia
12514,41.877409,-73.764423,Clinton Corners,NY,Dutchess
12515,41.684774,-74.06484,Clintondale,NY,Ulster
12516,42.106275,-73.563583,Copake,NY,Columbia
12517,42.114296,-73.507454,Copake Falls,NY,Columbia
12518,41.416157,-74.043064,Cornwall,NY,Orange
12520,41.428017,-73.996195,Cornwall On Hudson,NY,Orange
12521,42.171335,-73.650487,Craryville,NY,Columbia
12522,41.719979,-73.598384,Dover Plains,NY,Dutchess
12523,42.08687,-73.759509,Elizaville,NY,Columbia
12524,41.528785,-73.888317,Fishkill,NY,Dutchess
12525,41.691564,-74.188272,Gardiner,NY,Ulster
12526,42.122234,-73.858769,Germantown,NY,Columbia
12527,41.519428,-73.935669,Glenham,NY,Dutchess
12528,41.722054,-74.009482,Highland,NY,Ulster
12529,42.198626,-73.542777,Hillsdale,NY,Columbia
12530,42.207459,-73.687752,Hollowville,NY,Columbia
12531,41.540556,-73.671671,Holmes,NY,Dutchess
12533,41.559772,-73.787099,Hopewell Junction,NY,Dutchess
12534,42.217345,-73.752256,Hudson,NY,Columbia
12538,41.79223,-73.893767,Hyde Park,NY,Dutchess
12540,41.671202,-73.724891,Lagrangeville,NY,Dutchess
12542,41.613876,-74.015014,Marlboro,NY,Ulster
12543,41.49552,-74.173104,Maybrook,NY,Orange
12545,41.782904,-73.669402,Millbrook,NY,Dutchess
12546,41.948,-73.523349,Millerton,NY,Dutchess
12547,41.660687,-73.986567,Milton,NY,Ulster
12548,41.658064,-74.102416,Modena,NY,Ulster
12549,41.528031,-74.259365,Montgomery,NY,Orange
12550,41.539574,-74.057223,Newburgh,NY,Orange
12553,41.455714,-74.074901,New Windsor,NY,Orange
12561,41.759307,-74.096058,New Paltz,NY,Ulster
12563,41.499189,-73.587226,Patterson,NY,Putnam
12564,41.582614,-73.582577,Pawling,NY,Dutchess
12565,42.247128,-73.647638,Philmont,NY,Columbia
12566,41.633519,-74.319661,Pine Bush,NY,Orange
12567,41.986194,-73.642216,Pine Plains,NY,Dutchess
12569,41.734556,-73.792835,Pleasant Valley,NY,Dutchess
12570,41.626321,-73.675662,Poughquag,NY,Dutchess
12571,42.002775,-73.809608,Red Hook,NY,Dutchess
12572,41.924885,-73.863664,Rhinebeck,NY,Dutchess
12574,41.917688,-73.945658,Rhinecliff,NY,Dutchess
12575,41.466705,-74.178871,Rock Tavern,NY,Orange
12577,41.42404,-74.122142,Salisbury Mills,NY,Orange
12578,41.80912,-73.795854,Salt Point,NY,Dutchess
12580,41.863651,-73.871536,Staatsburg,NY,Dutchess
12581,41.901615,-73.700592,Stanfordville,NY,Dutchess
12582,41.544301,-73.738452,Stormville,NY,Dutchess
12583,42.063367,-73.868652,Tivoli,NY,Dutchess
12585,41.726404,-73.69151,Verbank,NY,Dutchess
12586,41.562764,-74.170102,Walden,NY,Orange
12589,41.623791,-74.158771,Wallkill,NY,Ulster
12590,41.592556,-73.886853,Wappingers Falls,NY,Dutchess
12592,41.802075,-73.578626,Wassaic,NY,Dutchess
12594,41.684461,-73.557676,Wingdale,NY,Dutchess
12601,41.701921,-73.911519,Poughkeepsie,NY,Dutchess
12603,41.675868,-73.864484,Poughkeepsie,NY,Dutchess
12604,41.688259,-73.892171,Poughkeepsie,NY,Dutchess
12701,41.650829,-74.699907,Monticello,NY,Sullivan
12719,41.49825,-74.904285,Barryville,NY,Sullivan
12720,41.645848,-74.907849,Bethel,NY,Sullivan
12721,41.581723,-74.422422,Bloomingburg,NY,Sullivan
12722,41.590634,-74.374304,Burlingham,NY,Sullivan
12723,41.7531,-74.987694,Callicoon,NY,Sullivan
12724,41.837621,-74.958711,Callicoon Center,NY,Sullivan
12725,41.983183,-74.570105,Claryville,NY,Sullivan
12726,41.708209,-75.017203,Cochecton,NY,Sullivan
12729,41.475792,-74.623499,Cuddebackville,NY,Orange
12732,41.551487,-74.874606,Eldred,NY,Sullivan
12733,41.724769,-74.617933,Fallsburg,NY,Sullivan
12734,41.734585,-74.75046,Ferndale,NY,Sullivan
12736,41.852843,-75.021754,Fremont Center,NY,Sullivan
12737,41.501481,-74.798632,Glen Spey,NY,Sullivan
12738,41.676246,-74.586211,Glen Wild,NY,Sullivan
12740,41.938832,-74.434026,Grahamsville,NY,Sullivan
12741,41.839141,-75.077725,Hankins,NY,Sullivan
12742,41.724328,-74.723518,Harris,NY,Sullivan
12743,41.548548,-74.831025,Highland Lake,NY,Sullivan
12745,41.783433,-75.024648,Hortonville,NY,Sullivan
12746,41.442335,-74.656785,Huguenot,NY,Orange
12747,41.750928,-74.692894,Hurleyville,NY,Sullivan
12748,41.774642,-74.922609,Jeffersonville,NY,Sullivan
12749,41.695254,-74.841166,Kauneonga Lake,NY,Sullivan
12750,41.727825,-74.965854,Kenoza Lake,NY,Sullivan
12751,41.69573,-74.664485,Kiamesha Lake,NY,Sullivan
12752,41.680039,-74.99419,Lake Huntington,NY,Sullivan
12754,41.798195,-74.736889,Liberty,NY,Sullivan
12758,41.940283,-74.739118,Livingston Manor,NY,Sullivan
12759,41.78173,-74.658853,Loch Sheldrake,NY,Sullivan
12760,41.90393,-75.107835,Long Eddy,NY,Sullivan
12762,41.64796,-74.792011,Mongaup Valley,NY,Sullivan
12763,41.676348,-74.522774,Mountain Dale,NY,Sullivan
12764,41.591553,-74.995556,Narrowsburg,NY,Sullivan
12765,41.852341,-74.621165,Neversink,NY,Sullivan
12766,41.815208,-74.978854,North Branch,NY,Sullivan
12767,41.838093,-74.994415,Obernburg,NY,Sullivan
12768,41.864443,-74.730022,Parksville,NY,Sullivan
12769,41.657942,-74.467272,Phillipsport,NY,Sullivan
12770,41.449118,-74.843117,Pond Eddy,NY,Sullivan
12771,41.37438,-74.624279,Port Jervis,NY,Orange
12775,41.613617,-74.59336,Rock Hill,NY,Sullivan
12776,41.963341,-74.957643,Roscoe,NY,Sullivan
12777,41.561782,-74.709708,Forestburgh,NY,Sullivan
12778,41.642678,-74.81755,Smallwood,NY,Sullivan
12779,41.702466,-74.632195,South Fallsburg,NY,Sullivan
12780,41.440142,-74.727343,Sparrow Bush,NY,Orange
12781,41.619674,-74.466383,Summitville,NY,Sullivan
12783,41.738633,-74.833724,Swan Lake,NY,Sullivan
12784,41.669877,-74.63824,Thompsonville,NY,Sullivan
12785,41.532391,-74.561274,Westbrookville,NY,Sullivan
12786,41.63871,-74.857609,White Lake,NY,Sullivan
12787,41.795394,-74.845029,White Sulphur Springs,NY,Sullivan
12788,41.787539,-74.589314,Woodbourne,NY,Sullivan
12789,41.704524,-74.570951,Woodridge,NY,Sullivan
12790,41.592057,-74.517419,Wurtsboro,NY,Sullivan
12791,41.817275,-74.89287,Youngsville,NY,Sullivan
12792,41.51392,-74.95982,Yulan,NY,Sullivan
12801,43.31116,-73.645286,Glens Falls,NY,Warren
12803,43.290078,-73.629363,South Glens Falls,NY,Saratoga
12804,43.340954,-73.685911,Queensbury,NY,Warren
12808,43.759987,-73.716438,Adirondack,NY,Warren
12809,43.237078,-73.454506,Argyle,NY,Washington
12810,43.491968,-73.985941,Athol,NY,Warren
12811,43.605457,-74.02833,Bakers Mills,NY,Warren
12812,43.875794,-74.389767,Blue Mountain Lake,NY,Hamilton
12814,43.631894,-73.632551,Bolton Landing,NY,Warren
12815,43.695985,-73.667881,Brant Lake,NY,Warren
12816,43.044236,-73.382032,Cambridge,NY,Washington
12817,43.639585,-73.823628,Chestertown,NY,Warren
12819,43.59087,-73.468547,Clemons,NY,Washington
12821,43.453564,-73.415995,Comstock,NY,Washington
12822,43.228585,-73.922206,Corinth,NY,Saratoga
12823,43.179961,-73.409117,Cossayuna,NY,Washington
12824,43.524756,-73.727177,Diamond Point,NY,Warren
12827,43.463898,-73.531366,Fort Ann,NY,Washington
12828,43.254993,-73.558355,Fort Edward,NY,Washington
12831,43.195329,-73.691811,Gansevoort,NY,Saratoga
12832,43.358467,-73.330271,Granville,NY,Washington
12833,43.15,-73.840896,Greenfield Center,NY,Saratoga
12834,43.094307,-73.500583,Greenwich,NY,Washington
12835,43.332745,-74.006336,Hadley,NY,Saratoga
12836,43.712353,-73.605587,Hague,NY,Warren
12837,43.476445,-73.255601,Hampton,NY,Washington
12838,43.329063,-73.405066,Hartford,NY,Washington
12839,43.354486,-73.553953,Hudson Falls,NY,Washington
12841,43.606007,-73.533013,Huletts Landing,NY,Washington
12842,43.738345,-74.367058,Indian Lake,NY,Hamilton
12843,43.565104,-73.972748,Johnsburg,NY,Warren
12844,43.489396,-73.621194,Kattskill Bay,NY,Warren
12845,43.424048,-73.71274,Lake George,NY,Warren
12846,43.345965,-73.78972,Lake Luzerne,NY,Warren
12847,44.008384,-74.609231,Long Lake,NY,Hamilton
12849,43.449567,-73.29832,Middle Granville,NY,Washington
12850,43.102616,-73.981441,Middle Grove,NY,Saratoga
12851,43.841891,-74.034467,Minerva,NY,Essex
12852,43.9358,-74.167514,Newcomb,NY,Essex
12853,43.657554,-74.064187,North Creek,NY,Warren
12855,44.02701,-73.758053,North Hudson,NY,Essex
12856,43.66594,-74.142961,North River,NY,Warren
12857,43.819563,-73.89062,Olmstedville,NY,Essex
12858,43.908933,-73.67578,Paradox,NY,Essex
12859,43.171875,-73.920872,Porter Corners,NY,Saratoga
12860,43.755794,-73.842385,Pottersville,NY,Warren
12861,43.746887,-73.417527,Putnam Station,NY,Washington
12862,43.685405,-73.910321,Riparius,NY,Warren
12863,43.060363,-73.931906,Rock City Falls,NY,Saratoga
12864,43.727365,-74.305388,Sabael,NY,Hamilton
12865,43.214159,-73.347451,Salem,NY,Washington
12866,43.073715,-73.740236,Saratoga Springs,NY,Saratoga
12870,43.830056,-73.761222,Schroon Lake,NY,Essex
12871,43.088569,-73.612965,Schuylerville,NY,Saratoga
12872,43.874656,-73.734418,Severance,NY,Essex
12873,43.117451,-73.311646,Shushan,NY,Washington
12874,43.690561,-73.549743,Silver Bay,NY,Warren
12878,43.415025,-74.02745,Stony Creek,NY,Warren
12883,43.836596,-73.552843,Ticonderoga,NY,Essex
12884,43.088396,-73.591291,Victory Mills,NY,Saratoga
12885,43.523052,-73.806561,Warrensburg,NY,Warren
12886,43.683437,-73.939175,Wevertown,NY,Warren
12887,43.53676,-73.365798,Whitehall,NY,Washington
12901,44.70419,-73.471392,Plattsburgh,NY,Clinton
12903,44.680303,-73.445883,Plattsburgh,NY,Clinton
12910,44.845249,-73.619461,Altona,NY,Clinton
12911,44.52144,-73.460805,Keeseville,NY,Clinton
12912,44.480941,-73.772482,Au Sable Forks,NY,Clinton
12913,44.430097,-74.002212,Bloomingdale,NY,Essex
12914,44.927419,-74.602942,Bombay,NY,Franklin
12916,44.834052,-74.515665,Brushton,NY,Franklin
12917,44.927638,-74.17891,Burke,NY,Franklin
12918,44.700736,-73.676657,Cadyville,NY,Clinton
12919,44.964539,-73.447083,Champlain,NY,Clinton
12920,44.882767,-74.066008,Chateaugay,NY,Franklin
12921,44.888628,-73.441064,Chazy,NY,Clinton
12922,44.286614,-74.702114,Childwold,NY,Saint Lawrence
12923,44.960319,-73.939419,Churubusco,NY,Clinton
12924,44.480467,-73.581081,Keeseville,NY,Clinton
12926,44.950821,-74.329,Constable,NY,Franklin
12927,44.20725,-74.809746,Cranberry Lake,NY,Saint Lawrence
12928,43.963837,-73.583248,Crown Point,NY,Essex
12929,44.720027,-73.719234,Dannemora,NY,Clinton
12930,44.720458,-74.543229,Dickinson Center,NY,Franklin
12932,44.214405,-73.608948,Elizabethtown,NY,Essex
12933,44.890994,-73.845341,Ellenburg,NY,Clinton
12934,44.875376,-73.873665,Ellenburg Center,NY,Clinton
12935,44.844657,-73.796933,Ellenburg Depot,NY,Clinton
12936,44.285062,-73.40145,Essex,NY,Essex
12937,44.960847,-74.478455,Fort Covington,NY,Franklin
12939,44.432944,-74.160829,Gabriels,NY,Franklin
12941,44.347329,-73.702866,Jay,NY,Essex
12942,44.232492,-73.826827,Keene,NY,Essex
12943,44.122772,-73.8835,Keene Valley,NY,Essex
12944,44.433105,-73.533248,Keeseville,NY,Essex
12945,44.309091,-74.24044,Lake Clear,NY,Franklin
12946,44.206554,-74.046061,Lake Placid,NY,Essex
12950,44.318369,-73.581246,Lewis,NY,Essex
12952,44.70832,-73.90566,Lyon Mountain,NY,Clinton
12953,44.745352,-74.260037,Malone,NY,Franklin
12955,44.80665,-73.970421,Lyon Mountain,NY,Clinton
12956,44.097612,-73.481333,Mineville,NY,Essex
12957,44.848324,-74.574605,Moira,NY,Franklin
12958,44.960295,-73.571184,Mooers,NY,Clinton
12959,44.952351,-73.719912,Mooers Forks,NY,Clinton
12960,44.015756,-73.572348,Moriah,NY,Essex
12961,44.057111,-73.549539,Moriah Center,NY,Essex
12962,44.701391,-73.605439,Morrisonville,NY,Clinton
12964,44.125919,-73.626721,New Russia,NY,Essex
12965,44.703456,-74.685289,Nicholville,NY,Saint Lawrence
12966,44.798893,-74.418686,North Bangor,NY,Franklin
12967,44.774921,-74.657566,North Lawrence,NY,Saint Lawrence
12969,44.710897,-74.09815,Owls Head,NY,Franklin
12970,44.478136,-74.307514,Paul Smiths,NY,Franklin
12972,44.554081,-73.569296,Peru,NY,Clinton
12973,44.287677,-74.594706,Piercefield,NY,Saint Lawrence
12974,44.060141,-73.464831,Port Henry,NY,Essex
12975,44.529091,-73.430536,Port Kent,NY,Essex
12976,44.503733,-74.230251,Rainbow Lake,NY,Franklin
12977,44.277015,-74.072971,Ray Brook,NY,Essex
12978,44.61636,-73.80871,Redford,NY,Clinton
12979,44.991657,-73.373374,Rouses Point,NY,Clinton
12980,44.563851,-74.524079,Saint Regis Falls,NY,Franklin
12981,44.627099,-73.845851,Saranac,NY,Clinton
12983,44.307529,-74.147022,Saranac Lake,NY,Franklin
12985,44.560709,-73.738967,Schuyler Falls,NY,Clinton
12986,44.226011,-74.480931,Tupper Lake,NY,Franklin
12987,44.320841,-73.75346,Upper Jay,NY,Essex
12989,44.520103,-74.069774,Vermontville,NY,Franklin
12992,44.817751,-73.516729,West Chazy,NY,Clinton
12993,44.211345,-73.476221,Westport,NY,Essex
12996,44.355266,-73.448055,Willsboro,NY,Essex
12997,44.372798,-73.892043,Wilmington,NY,Essex
12998,44.0778,-73.576545,Witherbee,NY,Essex
13020,42.816424,-76.074504,Apulia Station,NY,Onondaga
13021,42.922279,-76.558539,Auburn,NY,Cayuga
13024,42.934596,-76.574232,Auburn,NY,Cayuga
13026,42.744043,-76.652266,Aurora,NY,Cayuga
13027,43.166437,-76.364345,Baldwinsville,NY,Onondaga
13028,43.305216,-75.945294,Bernhards Bay,NY,Oswego
13029,43.225942,-76.151343,Brewerton,NY,Onondaga
13030,43.152233,-75.962695,Bridgeport,NY,Onondaga
13031,43.045015,-76.309541,Camillus,NY,Onondaga
13032,43.081617,-75.766018,Canastota,NY,Madison
13033,43.188494,-76.562626,Cato,NY,Cayuga
13034,42.95678,-76.707909,Cayuga,NY,Cayuga
13035,42.940849,-75.830103,Cazenovia,NY,Madison
13036,43.309256,-76.166775,Central Square,NY,Oswego
13037,43.067797,-75.854933,Chittenango,NY,Madison
13039,43.172142,-76.056249,Cicero,NY,Onondaga
13040,42.559649,-75.930761,Cincinnatus,NY,Cortland
13041,43.192089,-76.192302,Clay,NY,Onondaga
13042,43.26045,-75.85258,Cleveland,NY,Oswego
13044,43.291249,-75.996241,Constantia,NY,Oswego
13045,42.573849,-76.202145,Cortland,NY,Cortland
13051,42.876725,-75.908639,Delphi Falls,NY,Onondaga
13052,42.71231,-75.865194,De Ruyter,NY,Madison
13053,42.479575,-76.267918,Dryden,NY,Tompkins
13054,43.169352,-75.666823,Durhamville,NY,Oneida
13057,43.101955,-76.037919,East Syracuse,NY,Onondaga
13060,43.022862,-76.411872,Elbridge,NY,Onondaga
13061,42.871851,-75.762082,Erieville,NY,Madison
13062,42.484095,-76.384376,Etna,NY,Tompkins
13063,42.847849,-75.977961,Fabius,NY,Onondaga
13064,43.328996,-76.711915,Fair Haven,NY,Oswego
13066,43.032475,-76.000667,Fayetteville,NY,Onondaga
13068,42.492431,-76.359199,Freeville,NY,Tompkins
13069,43.329276,-76.380655,Fulton,NY,Oswego
